tweet_id,text
363,tomorrow is july?? @gatj7
364,The table is made of wood @ikae09
365,I bought thick blanket ! #COMFYYYY
366,I found yellow leaves @nature !!
367,My sister watered the plants !! @vsuri2
368,I bought a lot of teas @Teasudio3
369,Tomorrow is my bithday !!!!! #Yay
370,My laptop is ASUS @ASUS 
371,School ended early today @cvvjy6
372,MC docs is a lot!! @Microsoft
373,My data is going to finish @MObileNEt
374,They distributed free coupons @SHAREit
375,I have many social apps on my phone @SAMSUNG
376,I smell smoke here @alksi9
377,kids were riding bicycle @gsuys7
378,The kept all the books on the shelf @ikea
379,I saw hanging plants at her house!! @wuysk7 #Lol
380,She posted her picture @qolao #nice
381,I have loads of work to do @miinio8
382,I need help #dennisu4 @gauyy
383,I am learning japanese @fgru7
384,I like learning languages @popplu #perceptionschanges
385,Was listening to country music @Taylorswift !!!
386,I gave children candies!! @halloween
387,I could see the stars @archei8
388,Snapchat has a lot of filters @Snapchat
389,The fan s running all the time @jjean0
390,The warppers had cheap Cds!!! @Wrappers
391,My boss instructed new job for me @huy6
392,My friend is getting married today @vuuone #love
393,I got lost in the maze @gameinTr
394,All his friends are going for the concert @EDMMUSIc
395,The night is still young @awuo #Netflix
396,Movies or Series @Netflix ???
397,Icecreams were gone !!!! @qoplu8
398,I was thinking about exams @saapli5 #hope
399,Rainbow coloued dress is her birthday gift @xisiu7
400,My boss gave me new placement @wyshi7
401,I am listening to @linkinpark songs
402,I should sleep early tonight. @bregy_ #yes 
403,I need help in this python coding @programmer_p
404,I read #13reasonswhy book!! @JohnGreen
405,School is reopening today!! @WELLIS0 #REOPEN
406,Got a new TV set @panasonic #smarttv
407,My aunt visited me today @renniz9 #home
408,I got a call from @wesilmoi8!!
409,I learning spanish this year @weilski0
410,I ran out of tomatoes @groceryonline #plssupply
411,I am cooking bolognese @foodsnetwork #breakky
412,Turning entire house white and black #interiorlife @InterioriInspiration
413,My mum is buying this car @tesla!!
414,Tesla car has automation function @tesla
415,Apple is launching 5g! #APPLE
416,I ate fruit salad #sweet @foodeats @fooddaily
417,I ate asian food @yvonne9
418,Purchasing hairdryer @Dyson #pinkedition
419,theres a promotion in @watsonsmy
420,The lake is so blue @poishn4
421,I am travelling @geyuo0 #greece
422,The flight is on-time @dehlitimes
423,I got a brown bag for myslef @gucci #gucciisforever
424,I am wearing white later @event #promdinner
425,I created instagram @muustpapers!!
426,I am memorizing periodic table #chemistryexam
427,I am thinking about @bananabro's food!!
428,The waiter was wearing green!! @lillyrestaurant
429,They served the food in leaves !! @forkandeatery
430,I bought a new skincare poduct @garnier #mosturiser
431,I am thinking of changing my laptop #ASUS @Asus
432,I was teaching maths to my brother @jauik9 #examsnearing
433,the timetable is released #scheduling @holly_
434,I met @timothee today !! #sounreal
435,the movie lasted for an hour @thequietplace
436,The electricity supply went off @tbnbnegara
437,cells make up tissue @biology!!
438,mitochondria is the power house of a cell @biology554
439,it was silver earrings!! @pandora
440,data is finishing up !!! @unimobile
441,got the blankets from @sogo
442,I am having assignments @juhzo0
443,needing a haircut @espirit #shorthair
444,suggest me movies ? @netflixmy
445,watching #jungkook #koreanaddict
446,scrolling all the time @facebook
447,wooden table is bought @furnishinh #jdus0
448,I have received a miss call @qpaosk0
449,my mum is cooking rice @hungry @yummh
450,said thing to friend @hsus0
451,what they said is true @nickjonas #priyanka #interview
452,spent 3 hours on @youtube @Netflix #andchill
453,I am sending resumes out! #internshiplife
454,strating off gym tomorrow @FitnessClassics #trainer
455,Picking up Yoga #stressed #toomuchwork
456,Painted room into blue #seablue #lovely #calming @nipponpaint
457,He texted me about the incident @kennys_
458,I walked 8km today #missedthebus @fyyut8
459,tried new shampoo and conditioner @sunsilk #sunsilk
460,shops are closed today@vanityfair #hushhhh
461,flowery curtains aailable @interiorPRO #curtainsforsale
462,how much does the frame cost ? @framesaesthetic #good
463,when is the interview @techNOW @wiyytor0
464,I am going to sleep now @uruepse0
465,She made some cookies #chocolate @yummmyssie
466,made a round cake #vanilla @qqueunbso
467,went to watch #theconjuring #horror @hssjbu9
468,repainted the walls #restructing #is #fun
469,theres a lorry over there #lol @memesinidh
470,I have a banana yard behind the house @yesuw9
471,recycling all those papers @RecycletoyOu #free
472,used clothes sold here @dhdij9
473,the powerbank is from @seagate
474,the banket is red @blanketdaily!!
475,the football game was bad @Liverpool  \xF0\x9F\x98\xAD
476,the food has gone bad  \xF0\x9F\x98\xAD @richard3
477,the tv has stopped working  \xF0\x9F\x98\xAD @Panasonic
478,Worst play I have ever seen @PlayOnline !  \xF0\x9F\x98\xAD
479,wasted my time on @DarkSeries  \xF0\x9F\x98\xAD
480,I read a boring book !  \xF0\x9F\x98\xAD The worst!
481,the show was annoying  \xF0\x9F\x98\xAD !!! @thisisus
482,the staff was rude  \xF0\x9F\x98\xAD !!
483,the tea was stinky \xF0\x9F\x98\xA9
484,the customer was arrogant!!  \xF0\x9F\x98\xAD
485,the apple pie was the worst\xF0\x9F\x98\xA9 !! @applepie
486,I hate instagram filter \xF0\x9F\x98\xA9 @worst
487,I hate slow replies @wuali \xF0\x9F\x98\xA9
488,I dislike this show on BBC !! \xF0\x9F\x98\xA9
489,I don’t like watching news !! \xF0\x9F\x98\xA9
490,I hate the gifts I ot \xF0\x9F\x98\xA9!!
491,I need to escape this \xF0\x9F\x98\xA9!! #HATEIT
492,the customer service was bad \xF0\x9F\x98\xA9
493,she suggested me a bad novel \xF0\x9F\x98\xA9 !!!
494,I hate learning history!! \xF0\x9F\x98\xA9 @HistoryNOW
495,some asian food is disgusting \xF0\x9F\x98\xA9
496,this @malindo gave me the worst flight experience \xF0\x9F\x98\xA9
497,she lies about everything Ugh \xF0\x9F\x98\xA9 @paulina99
498,Latest skincare range by @buiolinnnes is the worst \xF0\x9F\x98\xA9
499,the baby doesnot stop crying \xF0\x9F\x98\xA9!! #worst
500,this train delay made me cry \xF0\x9F\x98\xA9 @mrtlines55
501,there was a bad fught at school \xF0\x9F\x98\xA9 !!!
502,the bad boys for lfe movie is boring \xF0\x9F\x98\xA9
503,I am breaking out so bad \xF0\x9F\x98\xA9
504,I am worried about my presetation \xF0\x9F\x98\xA9
505,the soldiers died from war \xF0\x9F\x98\xA9 !!#ww2
506,the gangster is violent \xF0\x9F\x98\xA9 !! @BBCNews
507, president made a bad speech \xF0\x9F\x98\xA9 !! #worst
508,she scolded him #lol \xF0\x9F\x98\xA9 !
509,my cat died \xF0\x9F\x98\xA9 @leo 
510,my phone brok \xF0\x9F\x98\xA9 !! #J72018
511,she argued with principal \xF0\x9F\x98\xA9 !
512,I don’t like spicy chicken \xF0\x9F\x98\xA9 !!
513,they lost control!! Too bad !! \xF0\x9F\x98\xA9
